Date,Campaign Name,AdSet Name,Ad Name,Ad ID,Objective,Placement,Spend, Impressions ,Clicks
2021-10-08,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,488.41","  355,229 ",1006
2021-10-08,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,633.11","  366,168 ",1601
2021-10-08,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$627.90,"  138,916 ",546
2021-10-08,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$414.42,"  77,317 ",305
2021-10-08,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$460.78,"  88,441 ",401
2021-10-08,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$355.40,"  58,167 ",301
2021-10-08,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,371.74","  337,867 ",973
2021-10-08,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,787.91","  398,198 ",1753
2021-10-08,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$708.10,"  143,051 ",632
2021-10-08,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$419.36,"  83,042 ",318
2021-10-08,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$445.77,"  87,923 ",340
2021-10-08,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$413.31,"  65,501 ",344
2021-10-08,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,398.53","  445,392 ",999
2021-10-08,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,631.60","  471,561 ",1141
2021-10-08,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$732.69,"  201,843 ",516
2021-10-08,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$476.85,"  114,353 ",293
2021-10-08,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$496.73,"  128,023 ",478
2021-10-08,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$420.14,"  85,743 ",252
2021-10-09,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,392.69","  335,588 ",1063
2021-10-09,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,667.08","  381,483 ",1667
2021-10-09,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$718.68,"  149,725 ",614
2021-10-09,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$479.59,"  87,198 ",396
2021-10-09,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$476.99,"  94,453 ",348
2021-10-09,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$439.36,"  72,862 ",478
2021-10-09,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,434.43","  352,440 ",1039
2021-10-09,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,800.81","  410,207 ",1552
2021-10-09,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$670.64,"  144,847 ",573
2021-10-09,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$454.39,"  89,447 ",395
2021-10-09,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$414.83,"  81,339 ",352
2021-10-09,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$426.34,"  67,781 ",526
2021-10-09,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,450.91","  465,035 ",1099
2021-10-09,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,667.48","  513,071 ",1367
2021-10-09,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$639.85,"  178,729 ",397
2021-10-09,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$412.87,"  106,136 ",295
2021-10-09,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$415.78,"  106,338 ",291
2021-10-09,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$392.31,"  79,738 ",235
2021-10-10,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,402.12","  342,817 ",941
2021-10-10,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,509.89","  342,379 ",1324
2021-10-10,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$693.55,"  147,251 ",687
2021-10-10,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$456.80,"  86,352 ",336
2021-10-10,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$487.61,"  90,131 ",384
2021-10-10,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$311.73,"  50,936 ",281
2021-10-10,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,381.95","  329,821 ",1088
2021-10-10,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,773.13","  420,173 ",1569
2021-10-10,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$638.27,"  137,558 ",626
2021-10-10,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$451.14,"  86,591 ",392
2021-10-10,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$455.68,"  88,310 ",325
2021-10-10,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$380.37,"  60,185 ",352
2021-10-10,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,389.60","  434,250 ",1037
2021-10-10,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,657.51","  499,250 ",1228
2021-10-10,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$746.91,"  198,646 ",537
2021-10-10,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$446.89,"  117,603 ",274
2021-10-10,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$494.69,"  128,826 ",442
2021-10-10,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$420.67,"  91,252 ",279
2021-10-11,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,477.48","  363,911 ",1026
2021-10-11,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,601.35","  350,405 ",1483
2021-10-11,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$647.81,"  131,402 ",554
2021-10-11,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$484.92,"  94,711 ",382
2021-10-11,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$416.74,"  77,750 ",347
2021-10-11,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$433.41,"  70,819 ",510
2021-10-11,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,389.17","  347,293 ",939
2021-10-11,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,874.67","  445,290 ",1630
2021-10-11,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$683.65,"  148,620 ",633
2021-10-11,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$453.97,"  87,639 ",336
2021-10-11,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$410.08,"  78,710 ",315
2021-10-11,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$343.50,"  54,697 ",296
2021-10-11,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,487.10","  464,719 ",1118
2021-10-11,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,523.89","  470,336 ",1066
2021-10-11,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$650.86,"  177,346 ",455
2021-10-11,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$427.19,"  112,123 ",321
2021-10-11,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$480.39,"  126,418 ",429
2021-10-11,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$386.63,"  81,568 ",258
2021-10-12,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,493.48","  357,292 ",1245
2021-10-12,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,794.75","  397,949 ",1795
2021-10-12,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$616.49,"  127,111 ",555
2021-10-12,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$410.20,"  76,816 ",360
2021-10-12,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$491.69,"  96,980 ",397
2021-10-12,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$342.98,"  55,141 ",385
2021-10-12,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,471.53","  366,052 ",1123
2021-10-12,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,577.53","  366,016 ",1578
2021-10-12,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$703.30,"  146,216 ",586
2021-10-12,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$400.32,"  78,341 ",310
2021-10-12,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$458.89,"  90,869 ",376
2021-10-12,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$348.07,"  55,780 ",295
2021-10-12,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,333.79","  423,425 ",1067
2021-10-12,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,884.91","  571,185 ",1407
2021-10-12,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$704.59,"  199,601 ",464
2021-10-12,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$463.41,"  119,436 ",311
2021-10-12,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$401.76,"  104,083 ",293
2021-10-12,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$387.43,"  80,380 ",269
2021-10-13,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,442.11","  353,458 ",1136
2021-10-13,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,724.42","  394,604 ",1658
2021-10-13,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$678.15,"  150,033 ",652
2021-10-13,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$466.89,"  91,907 ",383
2021-10-13,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$413.61,"  79,847 ",334
2021-10-13,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$415.98,"  67,860 ",347
2021-10-13,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,354.28","  333,567 ",1018
2021-10-13,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,823.86","  421,215 ",1721
2021-10-13,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$629.10,"  129,444 ",567
2021-10-13,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$482.09,"  90,110 ",365
2021-10-13,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$428.57,"  85,543 ",343
2021-10-13,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$399.81,"  63,361 ",400
2021-10-13,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,456.35","  468,280 ",1147
2021-10-13,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,881.38","  554,979 ",1394
2021-10-13,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$631.08,"  176,279 ",435
2021-10-13,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$454.51,"  111,127 ",337
2021-10-13,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$431.31,"  112,908 ",407
2021-10-13,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$363.80,"  78,915 ",223
2021-10-14,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,310.06","  322,675 ",1057
2021-10-14,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,739.63","  395,370 ",1722
2021-10-14,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$697.58,"  147,792 ",658
2021-10-14,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$489.22,"  94,994 ",360
2021-10-14,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$453.95,"  89,360 ",339
2021-10-14,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$434.42,"  70,984 ",388
2021-10-14,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,342.41","  329,830 ",1083
2021-10-14,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,635.48","  383,016 ",1543
2021-10-14,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$670.94,"  147,784 ",578
2021-10-14,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$463.08,"  89,918 ",331
2021-10-14,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$447.54,"  85,246 ",324
2021-10-14,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$352.28,"  57,375 ",367
2021-10-14,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,439.28","  456,914 ",1021
2021-10-14,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,787.05","  538,268 ",1407
2021-10-14,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$678.70,"  181,957 ",459
2021-10-14,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$442.35,"  115,496 ",301
2021-10-14,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$421.15,"  109,674 ",379
2021-10-14,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$309.90,"  65,518 ",197
2021-10-15,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,497.72","  356,600 ",1033
2021-10-15,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,697.32","  394,726 ",1438
2021-10-15,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$699.60,"  152,418 ",583
2021-10-15,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$490.41,"  91,324 ",402
2021-10-15,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$470.58,"  92,271 ",380
2021-10-15,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$407.56,"  65,735 ",497
2021-10-15,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,491.33","  367,323 ",1081
2021-10-15,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,747.93","  401,823 ",1547
2021-10-15,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$707.58,"  148,964 ",621
2021-10-15,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$417.07,"  80,360 ",309
2021-10-15,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$401.40,"  80,280 ",295
2021-10-15,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$408.45,"  67,401 ",417
2021-10-15,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,447.30","  455,126 ",1041
2021-10-15,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,516.12","  473,788 ",1131
2021-10-15,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$718.80,"  199,667 ",458
2021-10-15,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$469.56,"  113,695 ",283
2021-10-15,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$407.52,"  101,880 ",334
2021-10-15,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$374.33,"  75,929 ",230
2021-10-16,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,392.94","  341,407 ",1047
2021-10-16,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,778.23","  422,382 ",1602
2021-10-16,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$616.84,"  133,227 ",599
2021-10-16,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$450.54,"  89,928 ",379
2021-10-16,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$435.46,"  86,059 ",379
2021-10-16,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$345.83,"  55,421 ",329
2021-10-16,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,457.57","  348,701 ",985
2021-10-16,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,690.31","  377,301 ",1551
2021-10-16,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$685.65,"  142,844 ",596
2021-10-16,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$477.72,"  90,306 ",357
2021-10-16,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$427.45,"  85,490 ",334
2021-10-16,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$410.82,"  66,476 ",489
2021-10-16,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,403.49","  448,399 ",1141
2021-10-16,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,704.87","  531,112 ",1397
2021-10-16,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$739.95,"  202,726 ",561
2021-10-16,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$460.28,"  120,492 ",334
2021-10-16,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$439.30,"  105,348 ",309
2021-10-16,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$426.31,"  88,263 ",272
2021-10-17,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,479.12","  364,315 ",1233
2021-10-17,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,854.55","  427,316 ",1627
2021-10-17,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$685.13,"  147,024 ",606
2021-10-17,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$452.03,"  84,334 ",348
2021-10-17,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$413.51,"  77,004 ",300
2021-10-17,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$390.03,"  61,325 ",419
2021-10-17,Traffic - Facebook+Instagram,Cookie Interests,How It's Made Image,2348601871,Traffic,Facebook+Instagram,"$1,347.85","  322,452 ",930
2021-10-17,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,How It's Made Image,2345132842,Traffic,Facebook+Instagram,"$1,790.79","  409,792 ",1518
2021-10-17,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,How It's Made Image,2342763326,Traffic,Facebook+Instagram,$701.71,"  145,282 ",632
2021-10-17,Traffic - Facebook+Instagram,Video Completers,How It's Made Image,2344843950,Traffic,Facebook+Instagram,$471.66,"  86,543 ",396
2021-10-17,Traffic - Facebook+Instagram,Page Followers,How It's Made Image,2347100098,Traffic,Facebook+Instagram,$410.12,"  75,529 ",366
2021-10-17,Traffic - Facebook+Instagram,Website Visitors,How It's Made Image,2341365494,Traffic,Facebook+Instagram,$419.60,"  68,339 ",415
2021-10-17,Traffic - Audience Network,Cookie Interests,How It's Made Image,2347689348,Traffic,Audience Network,"$1,439.33","  454,047 ",1124
2021-10-17,Traffic - Audience Network,Purchaser Lookalike Audience 2-5%,How It's Made Image,2344608667,Traffic,Audience Network,"$1,809.12","  558,370 ",1256
2021-10-17,Traffic - Audience Network,Purchaser Lookalike Audience 1%,How It's Made Image,2343171260,Traffic,Audience Network,$724.91,"  204,777 ",514
2021-10-17,Traffic - Audience Network,Video Completers,How It's Made Image,2344751613,Traffic,Audience Network,$433.57,"  103,477 ",274
2021-10-17,Traffic - Audience Network,Page Followers,How It's Made Image,2344541199,Traffic,Audience Network,$457.72,"  110,029 ",402
2021-10-17,Traffic - Audience Network,Website Visitors,How It's Made Image,2343687120,Traffic,Audience Network,$358.22,"  74,166 ",236
2021-10-18,Traffic - Facebook+Instagram,Cookie Interests,Cookie Learn More Image,2341694718,Traffic,Facebook+Instagram,"$1,322.23","  328,913 ",958
2021-10-18,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Cookie Learn More Image,2346144342,Traffic,Facebook+Instagram,"$1,840.53","  403,625 ",1615
2021-10-18,Traffic - Facebook+Instagram,Purchaser Lookalike Audience 1%,Cookie Learn More Image,2346072181,Traffic,Facebook+Instagram,$705.36,"  154,346 ",659
2021-10-18,Traffic - Facebook+Instagram,Video Completers,Cookie Learn More Image,2346384085,Traffic,Facebook+Instagram,$464.74,"  84,498 ",360
2021-10-18,Traffic - Facebook+Instagram,Page Followers,Cookie Learn More Image,2340219276,Traffic,Facebook+Instagram,$449.79,"  82,682 ",324
2021-10-18,Traffic - Facebook+Instagram,Website Visitors,Cookie Learn More Image,2346249545,Traffic,Facebook+Instagram,$384.12,"  60,301 ",328
